provider,region,instance_type,vcpu,ram_gb,instance_count,monthly_hours,storage_gb,egress_gb,managed_db,load_balancer,avg_cpu_util,monthly_cost
GCP,asia-southeast1,e2-standard-2,2,8,7,590.1,2173.0,10586.1,1,0,40.3,1432.0
AWS,ap-southeast-1,m6i.2xlarge,8,32,9,477.8,3925.9,7328.1,0,0,62.0,2961.64
GCP,us-central1,n2-standard-16,16,64,2,426.9,60.5,1420.1,0,0,20.1,787.82
GCP,asia-southeast1,n2-standard-8,8,32,18,622.6,2808.8,4494.7,1,0,64.5,5466.2
GCP,asia-southeast1,n2-standard-4,4,16,20,310.5,1300.3,12896.0,1,0,77.8,2597.35
GCP,us-central1,n2-standard-4,4,16,17,262.4,3581.2,2018.3,0,1,43.6,1326.88
AWS,us-east-1,t3.medium,2,4,5,438.1,3401.9,16019.1,1,0,82.1,1748.04
AWS,eu-west-2,m6i.2xlarge,8,32,10,705.2,1595.6,7219.5,0,1,80.1,3657.36
Azure,southeastasia,D8s_v5,8,32,15,724.7,3983.2,18476.1,0,1,92.0,6666.71
AWS,eu-west-2,m6i.4xlarge,16,64,2,241.6,2370.7,14010.9,1,1,56.6,1875.62
GCP,asia-southeast1,n2-standard-8,8,32,20,343.5,580.7,109.8,0,0,13.6,3004.58
AWS,eu-west-2,m6i.4xlarge,16,64,2,595.0,251.0,10994.2,1,1,43.2,2049.49
GCP,us-central1,e2-medium,2,4,5,216.6,478.8,19557.9,1,1,16.4,1688.74
Azure,southeastasia,B2ms,2,8,14,525.5,3256.7,8084.6,0,0,5.2,1616.78
GCP,us-central1,n2-standard-8,8,32,6,228.6,3387.9,159.0,0,0,48.4,777.77
GCP,europe-west2,e2-medium,2,4,19,315.5,1017.8,12143.6,0,1,38.9,1343.51
Azure,uksouth,D4s_v5,4,16,4,223.4,2367.2,485.3,1,0,64.4,474.3
GCP,europe-west2,e2-medium,2,4,3,542.9,3217.9,15855.0,0,0,80.4,1596.96
AWS,us-east-1,m6i.large,2,8,20,682.9,1297.3,403.7,0,1,72.5,1455.54
GCP,us-central1,n2-standard-4,4,16,15,677.7,170.0,14733.4,1,1,52.8,3250.82
Azure,southeastasia,B2ms,2,8,14,571.1,358.5,7478.5,0,0,54.0,1436.81
AWS,us-east-1,m6i.2xlarge,8,32,9,550.8,2779.5,16290.5,1,1,64.5,3434.97
Azure,eastus,D2s_v5,2,8,11,540.1,873.5,7511.3,1,0,26.3,1334.69
GCP,us-central1,e2-medium,2,4,17,288.1,2440.7,353.0,1,1,41.3,458.8
Azure,uksouth,D8s_v5,8,32,13,568.3,2930.7,4486.9,0,0,10.1,3811.17
Azure,southeastasia,B2ms,2,8,16,395.2,2525.8,1109.6,0,1,7.4,911.98
GCP,europe-west2,n2-standard-16,16,64,8,678.7,3282.7,18240.9,0,1,39.7,6395.61
AWS,ap-southeast-1,m6i.large,2,8,9,436.7,2070.4,15883.1,1,0,69.0,2062.88
Azure,uksouth,B2ms,2,8,1,276.1,1894.8,17010.8,0,0,24.1,1572.17
AWS,eu-west-2,t3.large,2,8,11,491.9,3342.6,7796.4,1,1,27.9,1570.07
AWS,eu-west-2,m6i.2xlarge,8,32,8,269.3,441.0,1901.1,0,0,51.7,1093.65
GCP,us-central1,n2-standard-2,2,8,12,213.8,3704.9,1160.6,1,1,75.8,700.75
GCP,asia-southeast1,n2-standard-8,8,32,17,550.3,1013.9,4048.4,1,0,82.6,4560.68
GCP,europe-west2,n2-standard-4,4,16,19,249.2,2592.9,6917.4,1,0,72.3,1854.45
AWS,ap-southeast-1,m6i.2xlarge,8,32,1,696.1,2307.5,10076.1,1,0,54.0,1456.89
AWS,eu-west-2,t3.large,2,8,20,570.8,3685.4,4509.7,1,0,50.1,1882.18
GCP,us-central1,e2-standard-2,2,8,15,488.7,3155.0,6377.3,0,1,62.1,1287.61
AWS,us-east-1,m6i.xlarge,4,16,20,352.3,2265.8,8257.4,1,0,23.4,2346.35
AWS,eu-west-2,t3.medium,2,4,12,203.0,400.9,19433.8,0,1,76.5,1774.47
AWS,us-east-1,t3.medium,2,4,16,461.6,835.6,17554.0,1,1,29.5,1914.39
AWS,eu-west-2,t3.large,2,8,15,689.4,932.8,15727.3,0,1,8.2,2387.94
Azure,eastus,D4s_v5,4,16,1,489.6,37.7,19886.9,0,1,66.2,1696.7
Azure,eastus,D2s_v5,2,8,15,255.8,1796.5,6710.7,0,1,17.9,1089.22
GCP,us-central1,n2-standard-4,4,16,12,390.6,2489.1,3593.1,0,0,13.5,1425.04
AWS,eu-west-2,t3.large,2,8,7,542.3,460.7,14189.7,0,1,16.3,1622.54
AWS,us-east-1,m6i.2xlarge,8,32,8,517.5,2438.2,19179.2,0,0,35.6,3481.85
Azure,uksouth,D2s_v5,2,8,6,375.5,1490.6,2800.1,1,1,32.8,667.52
Azure,uksouth,B2ms,2,8,8,586.5,2850.7,4053.9,1,1,19.1,1069.17
Azure,eastus,D2s_v5,2,8,20,282.1,1289.1,14502.3,0,1,19.6,1854.24
AWS,us-east-1,m6i.large,2,8,20,626.9,1076.4,14501.6,1,1,33.1,2531.2
AWS,eu-west-2,t3.large,2,8,5,252.9,3704.3,3238.6,0,0,56.9,716.02
AWS,ap-southeast-1,m6i.4xlarge,16,64,19,743.7,3768.7,17931.8,0,1,53.3,14056.89
GCP,us-central1,n2-standard-4,4,16,10,531.8,2641.7,6642.8,0,0,43.5,1806.82
Azure,southeastasia,D8s_v5,8,32,10,193.1,2767.4,8252.9,0,1,6.2,1829.55
AWS,ap-southeast-1,t3.medium,2,4,15,728.1,3536.9,9681.5,0,1,56.5,1694.56
AWS,eu-west-2,t3.medium,2,4,6,304.5,440.4,10495.2,0,1,77.0,1064.32
Azure,southeastasia,D2s_v5,2,8,15,494.2,716.6,14361.7,0,1,25.3,2098.97
Azure,southeastasia,D8s_v5,8,32,3,636.4,2793.9,16589.5,1,1,65.0,2498.71
Azure,eastus,D4s_v5,4,16,3,537.6,3477.4,13208.3,1,0,17.6,1686.66
AWS,ap-southeast-1,m6i.large,2,8,16,708.2,3230.3,13034.7,1,1,90.3,2642.27
Azure,eastus,D4s_v5,4,16,8,390.5,1204.8,6522.6,0,1,44.2,1285.68
GCP,europe-west2,e2-standard-2,2,8,6,356.2,314.2,4489.7,1,1,19.7,633.81
GCP,us-central1,e2-standard-2,2,8,1,715.9,512.8,7663.0,0,1,48.5,734.43
Azure,uksouth,B2ms,2,8,6,594.8,2731.7,7243.7,1,1,79.3,1210.47
Azure,southeastasia,B2ms,2,8,3,472.5,3684.9,169.6,1,1,65.8,516.68
AWS,ap-southeast-1,m6i.2xlarge,8,32,6,371.8,1418.4,6802.5,0,0,33.6,1709.06
Azure,eastus,D16s_v5,16,64,3,496.2,1512.9,10784.2,1,0,86.6,2295.95
GCP,asia-southeast1,e2-medium,2,4,3,464.1,1285.3,17747.7,1,1,66.8,1617.91
AWS,eu-west-2,m6i.2xlarge,8,32,15,331.2,2650.5,17460.8,0,1,9.4,3761.22
GCP,us-central1,e2-standard-2,2,8,14,376.4,987.6,4386.1,0,1,32.4,791.41
Azure,southeastasia,D4s_v5,4,16,1,699.4,414.4,13649.4,0,0,63.6,1320.57
AWS,eu-west-2,t3.large,2,8,11,575.7,2282.3,10230.8,1,1,37.3,1753.49
Azure,uksouth,D8s_v5,8,32,9,181.6,2268.8,14080.6,0,0,5.0,2075.1
GCP,asia-southeast1,n2-standard-8,8,32,9,584.8,2658.8,14147.7,0,0,71.4,3679.71
Azure,uksouth,B2ms,2,8,2,383.7,2119.8,15252.4,1,1,75.3,1585.39
AWS,eu-west-2,t3.medium,2,4,15,348.9,33.4,4710.2,1,1,75.7,743.11
AWS,ap-southeast-1,t3.large,2,8,8,201.2,3724.0,15804.2,0,0,33.4,1788.17
Azure,eastus,D2s_v5,2,8,2,411.7,1516.0,18281.4,0,0,11.0,1631.16
GCP,asia-southeast1,n2-standard-2,2,8,7,419.3,1903.1,5829.4,0,1,67.7,962.68
GCP,europe-west2,n2-standard-16,16,64,6,286.0,554.7,14883.5,0,1,93.5,2699.57
GCP,us-central1,e2-medium,2,4,17,427.1,3822.6,3990.5,1,0,85.3,915.6
AWS,us-east-1,m6i.xlarge,4,16,4,605.3,3387.0,6953.1,1,0,71.6,1421.49
GCP,us-central1,n2-standard-4,4,16,12,736.9,995.1,11459.6,0,1,83.2,2720.64
Azure,uksouth,D2s_v5,2,8,9,576.6,545.8,531.4,0,0,94.9,653.13
GCP,us-central1,e2-standard-2,2,8,17,375.4,2045.5,19485.4,1,0,52.3,2156.76
AWS,eu-west-2,m6i.2xlarge,8,32,7,181.7,958.9,3862.9,1,0,39.9,1004.01
GCP,asia-southeast1,n2-standard-4,4,16,12,184.3,771.2,18625.6,0,0,32.9,1978.53
AWS,ap-southeast-1,m6i.large,2,8,10,190.3,3809.9,7831.8,0,1,55.8,1303.33
Azure,eastus,D8s_v5,8,32,17,328.9,1979.1,11203.5,0,1,66.2,3465.7
GCP,europe-west2,n2-standard-8,8,32,3,580.1,3296.7,10814.5,1,0,11.9,1944.2
GCP,asia-southeast1,e2-standard-2,2,8,16,425.4,2002.2,19747.9,1,1,15.0,2272.0
GCP,asia-southeast1,n2-standard-4,4,16,18,498.9,1035.1,10434.8,1,0,60.3,2975.01
GCP,asia-southeast1,e2-medium,2,4,17,610.6,1246.7,12707.5,0,1,22.4,1534.4
Azure,southeastasia,B2ms,2,8,12,500.2,2593.8,8811.6,1,1,86.0,1642.0
AWS,eu-west-2,m6i.4xlarge,16,64,19,266.2,2033.7,11694.6,1,1,75.4,5394.37
GCP,europe-west2,n2-standard-4,4,16,10,465.8,111.8,2598.9,0,1,91.9,1246.34
GCP,asia-southeast1,n2-standard-8,8,32,2,190.1,2906.5,3430.1,1,1,28.8,796.27
GCP,europe-west2,e2-medium,2,4,10,622.6,1714.9,12216.7,1,0,30.5,1499.76
Azure,southeastasia,D4s_v5,4,16,6,741.9,938.8,18257.2,0,1,32.4,2572.68
AWS,ap-southeast-1,m6i.xlarge,4,16,7,487.3,163.0,16956.9,1,1,29.7,2311.08
AWS,ap-southeast-1,m6i.4xlarge,16,64,18,625.6,806.6,7441.6,0,1,20.7,10361.83
AWS,eu-west-2,t3.large,2,8,19,553.3,84.5,14100.2,1,0,39.6,2209.6
AWS,us-east-1,m6i.2xlarge,8,32,10,323.9,958.6,11465.2,0,0,40.8,2353.39
AWS,eu-west-2,m6i.large,2,8,9,291.1,3586.7,19483.0,1,0,63.1,2255.09
Azure,southeastasia,D8s_v5,8,32,13,252.6,296.2,19869.8,0,1,45.5,3149.01
Azure,uksouth,D2s_v5,2,8,17,670.0,1389.7,13920.2,0,0,37.9,2512.65
AWS,ap-southeast-1,m6i.4xlarge,16,64,4,527.7,3104.9,15121.0,0,1,6.6,3423.09
GCP,europe-west2,e2-medium,2,4,9,271.8,1641.5,18383.4,1,1,63.8,1797.52
Azure,uksouth,D4s_v5,4,16,20,691.2,3002.7,383.1,0,0,44.0,3195.67
AWS,eu-west-2,m6i.xlarge,4,16,3,467.2,2788.6,1307.4,1,0,19.1,711.54
GCP,us-central1,n2-standard-8,8,32,14,617.4,2083.7,19137.2,0,1,19.4,5022.94
Azure,eastus,D8s_v5,8,32,17,511.1,1588.5,11127.7,0,0,24.3,4444.77
Azure,eastus,D4s_v5,4,16,1,613.8,3680.3,7881.0,1,0,80.9,1151.98
GCP,europe-west2,n2-standard-2,2,8,5,288.3,2523.3,8612.6,1,0,34.2,1135.52
AWS,eu-west-2,m6i.large,2,8,12,470.2,1704.8,8013.4,0,0,74.6,1462.63
GCP,us-central1,n2-standard-8,8,32,15,618.0,1672.8,10184.5,0,1,66.6,4715.74
AWS,us-east-1,t3.large,2,8,20,258.3,2302.6,1264.8,0,0,43.6,710.38
AWS,eu-west-2,t3.medium,2,4,18,446.5,301.9,17957.2,0,0,83.7,1876.44
AWS,ap-southeast-1,m6i.2xlarge,8,32,9,246.9,1506.0,18681.7,0,0,23.4,2713.96
GCP,asia-southeast1,e2-medium,2,4,3,509.5,1525.4,6040.2,0,0,75.0,716.58
AWS,ap-southeast-1,t3.medium,2,4,9,691.9,2320.9,9932.8,0,1,10.7,1442.12
AWS,eu-west-2,m6i.large,2,8,13,348.1,3959.9,12688.5,0,1,92.2,1921.63
Azure,southeastasia,D2s_v5,2,8,11,354.5,2798.3,16667.5,0,0,62.3,2057.69
GCP,europe-west2,n2-standard-4,4,16,11,329.7,941.0,14496.7,1,0,17.9,2112.78
AWS,ap-southeast-1,m6i.4xlarge,16,64,6,573.6,3042.1,9120.1,0,1,68.2,3958.01
AWS,ap-southeast-1,t3.medium,2,4,9,531.4,1193.9,603.5,1,1,22.6,451.11
AWS,ap-southeast-1,t3.large,2,8,6,607.0,3796.5,11485.5,0,0,13.7,1668.55
GCP,europe-west2,e2-standard-2,2,8,10,639.2,3396.1,13957.5,0,0,83.6,1835.49
GCP,us-central1,n2-standard-16,16,64,20,673.4,2051.7,1385.8,1,0,15.0,10907.24
AWS,eu-west-2,m6i.large,2,8,8,657.8,3061.8,8153.9,1,0,21.3,1603.6
Azure,uksouth,D8s_v5,8,32,20,490.4,2589.3,13551.5,0,1,49.8,5572.44
Azure,uksouth,D8s_v5,8,32,14,466.3,3070.9,351.4,0,1,30.1,3057.01
GCP,asia-southeast1,n2-standard-16,16,64,4,736.5,3994.1,14397.0,0,0,85.7,4039.18
AWS,us-east-1,t3.medium,2,4,7,735.3,1047.1,9269.3,1,1,69.9,1199.94
GCP,europe-west2,n2-standard-16,16,64,19,625.4,130.0,16371.0,0,1,49.7,11079.81
GCP,europe-west2,n2-standard-4,4,16,8,356.5,1075.5,13621.2,1,0,46.9,1900.4
GCP,asia-southeast1,n2-standard-4,4,16,10,704.4,3603.9,3705.8,0,1,79.1,2157.71
AWS,us-east-1,m6i.large,2,8,12,422.3,3206.9,15923.2,1,1,43.1,2186.25
GCP,asia-southeast1,n2-standard-4,4,16,3,369.1,3544.7,9531.0,0,1,46.8,1322.21
Azure,eastus,D4s_v5,4,16,20,738.0,3478.6,14755.1,1,1,20.8,4514.63
GCP,us-central1,n2-standard-16,16,64,17,475.0,3875.7,2931.6,0,1,32.6,6727.62
GCP,asia-southeast1,n2-standard-16,16,64,2,320.7,2386.1,1227.1,0,0,31.2,843.64
AWS,eu-west-2,t3.medium,2,4,5,707.7,1567.7,11705.4,1,0,14.1,1396.74
Azure,southeastasia,D8s_v5,8,32,1,329.5,1433.1,19145.2,1,1,43.7,1876.84
GCP,us-central1,n2-standard-8,8,32,13,569.5,2115.0,12223.9,1,0,8.8,4139.7
GCP,asia-southeast1,n2-standard-16,16,64,13,224.3,1393.2,14229.9,1,0,74.8,3853.27
Azure,eastus,B2ms,2,8,5,634.2,873.5,18116.4,0,1,76.9,1803.99
Azure,uksouth,D16s_v5,16,64,5,522.1,2903.8,17919.5,1,0,66.8,4032.91
AWS,us-east-1,m6i.2xlarge,8,32,10,400.5,3054.3,6000.2,1,1,29.1,2407.55
Azure,eastus,B2ms,2,8,5,728.9,1829.7,2941.2,0,1,94.6,713.48
GCP,us-central1,e2-medium,2,4,5,459.7,1354.8,15589.4,1,0,74.1,1512.84
GCP,asia-southeast1,n2-standard-16,16,64,18,473.8,3402.7,7547.8,1,1,26.8,8473.49
Azure,eastus,D4s_v5,4,16,10,565.5,3849.2,5983.8,0,1,14.4,1956.93
Azure,eastus,D8s_v5,8,32,14,449.0,996.4,1324.3,0,1,77.9,2768.68
GCP,us-central1,n2-standard-16,16,64,15,516.1,2634.9,13044.4,0,0,43.4,7014.99
Azure,southeastasia,B2ms,2,8,3,477.2,2618.4,14344.1,1,1,21.4,1587.52
GCP,europe-west2,n2-standard-16,16,64,19,685.3,1452.7,5157.1,0,0,50.5,11513.93
GCP,us-central1,e2-medium,2,4,20,528.2,1520.0,18375.8,0,0,47.7,1907.1
GCP,europe-west2,e2-medium,2,4,19,721.3,3843.9,16377.9,0,1,39.5,2181.37
Azure,uksouth,D2s_v5,2,8,11,700.6,3882.2,18953.5,0,1,93.9,2722.18
GCP,asia-southeast1,n2-standard-2,2,8,4,723.2,2763.0,10726.1,1,1,90.0,1554.65
GCP,europe-west2,n2-standard-16,16,64,1,679.8,3653.1,8001.8,0,1,45.6,1603.64
Azure,uksouth,D16s_v5,16,64,11,506.1,1364.6,5442.4,1,1,69.0,5323.08
GCP,us-central1,n2-standard-16,16,64,9,326.6,3586.3,12183.7,0,0,21.3,3485.27
AWS,us-east-1,m6i.4xlarge,16,64,17,377.2,3060.1,10860.8,0,0,8.7,6131.36
Azure,southeastasia,D4s_v5,4,16,16,247.6,3233.4,12949.8,1,0,55.9,2369.94
Azure,southeastasia,D4s_v5,4,16,14,342.7,3900.6,11420.1,0,1,17.3,2411.56
GCP,europe-west2,n2-standard-2,2,8,9,724.3,3075.2,4849.9,0,1,79.4,1387.83
AWS,us-east-1,m6i.2xlarge,8,32,19,393.1,1067.4,19901.1,0,0,87.0,4588.7
Azure,uksouth,D2s_v5,2,8,4,658.1,3859.3,6566.4,0,1,60.0,1164.21
GCP,asia-southeast1,n2-standard-4,4,16,18,433.1,1491.6,5069.0,1,1,83.5,2303.74
Azure,eastus,D16s_v5,16,64,19,301.6,1040.0,18718.2,1,1,56.9,6122.12
GCP,europe-west2,n2-standard-8,8,32,6,305.1,1393.8,17970.1,1,1,39.8,2473.65
GCP,us-central1,n2-standard-4,4,16,3,364.5,3826.9,6304.5,1,1,25.5,1116.58
Azure,eastus,D4s_v5,4,16,14,567.2,790.1,14172.6,1,0,70.9,2852.9
GCP,asia-southeast1,n2-standard-4,4,16,9,491.8,964.5,13562.2,1,1,78.4,2236.88
AWS,ap-southeast-1,t3.medium,2,4,14,268.4,1741.6,17181.8,1,0,60.1,1796.98
AWS,us-east-1,m6i.4xlarge,16,64,4,433.9,1726.0,7235.7,1,1,14.6,2212.01
GCP,us-central1,n2-standard-8,8,32,14,461.0,680.0,7261.0,1,0,86.1,3195.27
Azure,southeastasia,D4s_v5,4,16,18,718.3,1274.5,7085.8,1,1,76.1,3642.87
GCP,us-central1,n2-standard-16,16,64,6,282.5,3900.0,15620.7,0,0,86.6,2819.23
GCP,us-central1,e2-medium,2,4,16,344.9,2874.2,513.5,1,0,16.1,499.09
Azure,eastus,B2ms,2,8,3,569.5,574.5,2926.1,1,0,23.0,481.75
AWS,ap-southeast-1,t3.medium,2,4,5,284.2,1076.1,3771.2,0,1,88.8,504.72
Azure,southeastasia,B2ms,2,8,12,185.0,3537.0,14555.2,0,1,68.8,1738.67
GCP,asia-southeast1,n2-standard-8,8,32,18,466.5,1713.1,14025.8,0,0,25.5,4878.21
GCP,europe-west2,n2-standard-4,4,16,13,667.6,282.6,7951.4,0,1,24.9,2599.91
Azure,uksouth,D2s_v5,2,8,12,552.7,2376.8,12954.5,0,1,20.7,2012.21
AWS,us-east-1,m6i.2xlarge,8,32,2,594.8,498.1,13363.9,1,1,19.6,1723.42
AWS,eu-west-2,m6i.4xlarge,16,64,16,252.5,2472.4,15476.8,1,1,19.0,5075.24
Azure,uksouth,D16s_v5,16,64,18,392.5,2102.9,15373.8,1,0,11.9,7718.43
Azure,eastus,D16s_v5,16,64,7,345.4,2876.0,13482.1,0,1,94.5,3337.07
AWS,ap-southeast-1,t3.large,2,8,17,597.5,2375.2,8777.1,0,0,17.3,1958.39
Azure,eastus,D16s_v5,16,64,12,543.8,3290.3,9262.2,1,1,27.5,6362.37
AWS,eu-west-2,m6i.large,2,8,10,620.2,975.6,3999.7,0,1,25.6,1123.3
AWS,eu-west-2,m6i.4xlarge,16,64,2,496.2,3516.1,10874.5,1,1,17.3,2138.18
Azure,uksouth,D4s_v5,4,16,14,208.0,758.5,6381.6,1,0,23.3,1278.26
AWS,eu-west-2,t3.large,2,8,16,251.4,1641.7,6127.8,1,0,50.2,1093.9
GCP,asia-southeast1,e2-medium,2,4,18,340.6,3846.3,18630.8,1,1,80.1,2083.22
AWS,us-east-1,m6i.2xlarge,8,32,14,456.0,3403.1,14585.6,0,0,62.8,3967.12
GCP,europe-west2,n2-standard-4,4,16,20,721.0,3398.4,15506.4,0,1,83.8,4615.31
GCP,us-central1,n2-standard-2,2,8,20,510.6,2252.3,3516.3,1,1,36.4,1539.15
GCP,us-central1,n2-standard-2,2,8,14,319.7,1418.6,6698.0,0,0,18.4,1091.78
GCP,asia-southeast1,e2-standard-2,2,8,10,648.1,3848.1,12152.7,0,1,42.4,1874.36
GCP,europe-west2,n2-standard-4,4,16,1,317.9,1923.0,10153.6,1,0,21.3,1162.94
GCP,us-central1,e2-standard-2,2,8,6,471.3,2949.7,1145.0,1,0,9.8,564.88
GCP,asia-southeast1,n2-standard-2,2,8,1,262.7,1860.9,3150.3,0,0,23.0,461.08
Azure,southeastasia,D4s_v5,4,16,20,677.8,1238.4,12550.6,0,1,77.1,4228.1
Azure,uksouth,B2ms,2,8,17,276.3,1747.7,2576.7,0,1,10.9,792.88
AWS,us-east-1,t3.medium,2,4,3,342.1,2602.1,3849.4,0,1,35.0,606.79
AWS,us-east-1,t3.large,2,8,3,578.3,689.8,5842.5,1,1,68.2,787.38
GCP,asia-southeast1,n2-standard-8,8,32,11,652.9,2871.1,2972.6,0,0,56.5,3580.63
Azure,eastus,D16s_v5,16,64,4,526.5,1676.5,13517.2,1,1,21.9,2983.28
AWS,us-east-1,m6i.xlarge,4,16,2,493.2,3789.6,14989.7,0,1,78.4,1773.24
GCP,asia-southeast1,e2-medium,2,4,15,239.6,2611.1,2408.7,1,0,80.1,620.24
AWS,us-east-1,m6i.large,2,8,15,254.6,159.6,14421.1,0,1,53.6,1591.69
GCP,europe-west2,n2-standard-4,4,16,5,606.0,3400.2,6424.9,1,1,9.6,1559.61
Azure,eastus,D8s_v5,8,32,9,324.3,2766.8,10863.8,0,0,38.1,2280.78
GCP,europe-west2,e2-medium,2,4,15,192.0,907.4,1065.0,0,1,49.3,281.14
Azure,uksouth,D4s_v5,4,16,13,672.8,2942.7,8645.9,1,0,73.1,2923.51
Azure,southeastasia,D2s_v5,2,8,7,201.9,345.2,1078.4,1,1,82.1,350.66
AWS,ap-southeast-1,m6i.xlarge,4,16,12,532.0,513.2,13979.3,1,1,90.9,2646.35
AWS,eu-west-2,m6i.2xlarge,8,32,5,595.5,434.3,534.8,1,1,67.5,1374.51
Azure,eastus,B2ms,2,8,10,480.8,1587.6,10377.0,0,1,60.2,1428.7
AWS,us-east-1,m6i.2xlarge,8,32,7,454.7,34.5,17196.3,1,1,94.8,2771.83
Azure,eastus,D2s_v5,2,8,20,379.2,3944.5,8612.4,1,0,41.4,1860.85
AWS,ap-southeast-1,m6i.xlarge,4,16,18,188.8,3596.0,15837.2,1,0,74.4,2499.7
GCP,europe-west2,n2-standard-2,2,8,16,213.6,2914.6,2111.3,1,1,19.8,873.04
GCP,europe-west2,n2-standard-4,4,16,17,655.0,217.3,8557.5,0,1,67.6,3128.24
Azure,uksouth,B2ms,2,8,8,548.1,551.8,17202.5,0,1,68.3,1860.95
GCP,asia-southeast1,e2-medium,2,4,5,722.0,2884.2,11859.9,0,1,44.7,1384.28
GCP,us-central1,n2-standard-8,8,32,14,437.2,2938.6,8841.7,0,0,94.4,3286.88
Azure,eastus,D8s_v5,8,32,19,634.6,290.7,6683.2,1,0,55.0,5420.58
AWS,ap-southeast-1,m6i.xlarge,4,16,20,395.9,3465.2,19444.2,0,1,15.1,3577.87
Azure,southeastasia,D16s_v5,16,64,9,313.5,3606.1,13414.5,1,1,39.3,4009.5
AWS,ap-southeast-1,t3.large,2,8,16,658.7,527.7,5249.0,0,1,14.1,1506.11
Azure,eastus,D16s_v5,16,64,8,231.8,34.9,1583.2,0,1,75.0,1609.04
GCP,us-central1,n2-standard-8,8,32,19,262.7,1161.0,4784.1,0,1,49.6,2469.61
AWS,us-east-1,m6i.large,2,8,17,349.9,852.7,19569.1,1,0,66.0,2324.98
AWS,us-east-1,t3.medium,2,4,16,454.7,2053.5,15467.3,0,0,92.4,1742.48
AWS,eu-west-2,m6i.xlarge,4,16,2,408.5,2443.0,11803.9,1,0,36.5,1454.54
GCP,asia-southeast1,e2-standard-2,2,8,12,477.5,2260.2,11259.9,1,0,35.1,1611.72
GCP,europe-west2,e2-standard-2,2,8,3,740.7,3092.7,8345.0,1,1,69.9,1201.04
Azure,southeastasia,D2s_v5,2,8,13,437.4,2684.7,8830.2,0,1,74.9,1643.63
Azure,uksouth,D2s_v5,2,8,5,347.2,3782.7,10140.9,1,1,45.7,1418.33
Azure,southeastasia,B2ms,2,8,3,654.7,812.1,5373.6,0,0,23.2,728.62
AWS,us-east-1,m6i.2xlarge,8,32,4,328.3,1241.0,16919.8,0,1,78.8,1986.94
Azure,uksouth,D8s_v5,8,32,13,296.3,2022.9,2364.8,1,1,12.2,2107.76
AWS,ap-southeast-1,m6i.2xlarge,8,32,14,526.3,236.3,1906.8,1,0,83.3,3380.73
GCP,asia-southeast1,n2-standard-16,16,64,4,734.7,396.7,10957.6,0,1,9.2,3465.76
GCP,asia-southeast1,n2-standard-16,16,64,10,570.6,2806.7,3619.4,0,1,91.8,5333.67
AWS,ap-southeast-1,t3.large,2,8,18,644.0,3239.2,7226.2,0,0,43.2,2062.85
GCP,europe-west2,n2-standard-16,16,64,6,413.0,3613.4,5780.2,1,1,73.3,3095.48
AWS,us-east-1,t3.large,2,8,15,499.9,2681.8,13421.1,0,1,32.0,2040.64
Azure,southeastasia,D2s_v5,2,8,9,447.2,295.7,2964.8,0,1,58.1,744.4
Azure,eastus,B2ms,2,8,13,392.7,2037.1,6831.9,0,1,7.3,1178.49
GCP,asia-southeast1,e2-medium,2,4,7,384.0,3795.4,895.6,0,0,67.9,497.59
GCP,us-central1,n2-standard-2,2,8,1,361.8,3096.0,3767.3,0,0,63.7,595.31
AWS,us-east-1,m6i.2xlarge,8,32,14,595.7,1967.9,6807.3,1,1,73.7,4062.36
AWS,ap-southeast-1,m6i.2xlarge,8,32,19,560.2,2700.7,12216.2,0,1,80.9,6031.48
Azure,southeastasia,B2ms,2,8,10,706.3,3992.0,9723.9,0,0,26.4,1859.99
AWS,eu-west-2,m6i.2xlarge,8,32,2,363.4,3142.1,13096.0,0,1,47.3,1749.68
GCP,asia-southeast1,n2-standard-2,2,8,5,230.7,524.6,4210.3,0,1,29.0,528.09
AWS,eu-west-2,t3.medium,2,4,18,538.1,82.8,18269.5,0,0,53.1,1938.18
AWS,eu-west-2,m6i.2xlarge,8,32,10,613.8,2062.3,3520.5,1,1,27.6,3069.71
Azure,southeastasia,D4s_v5,4,16,4,360.3,907.6,10914.8,0,1,90.7,1432.84
GCP,asia-southeast1,e2-medium,2,4,8,507.0,1418.9,15687.1,1,1,8.5,1581.63
Azure,southeastasia,B2ms,2,8,9,468.1,1520.0,15847.6,1,1,60.8,1883.71
GCP,asia-southeast1,n2-standard-2,2,8,17,514.0,3798.5,6287.7,1,0,14.7,1875.21
GCP,us-central1,e2-medium,2,4,6,266.5,2403.5,15963.4,1,1,35.8,1595.12
Azure,southeastasia,D16s_v5,16,64,8,716.9,422.8,8465.6,0,1,30.1,5860.47
AWS,eu-west-2,m6i.2xlarge,8,32,18,408.5,2434.7,17871.8,0,0,29.2,4622.81
AWS,ap-southeast-1,m6i.xlarge,4,16,17,628.3,2677.0,19665.4,1,0,67.9,4264.19
AWS,ap-southeast-1,m6i.large,2,8,18,376.9,1581.2,14960.0,0,0,76.0,2118.46
GCP,europe-west2,e2-standard-2,2,8,3,538.4,3550.5,12863.5,0,0,37.3,1446.71
Azure,uksouth,D2s_v5,2,8,13,315.3,998.7,3699.4,0,1,43.8,843.94
GCP,europe-west2,e2-medium,2,4,9,662.2,1783.8,1656.6,0,0,64.4,501.22
